sales_person,country,product,date,amount,boxes_shipped
Curtice Advani,New Zealand,85% Dark Bars,2023-05-12,5936.81,180
Barr Faughny,New Zealand,Smooth Sliky Salty,2023-01-25,4552.15,172
Ches Bonnell,UK,85% Dark Bars,2023-06-28,15944.86,11
Dennison Crosswaite,Australia,Drinking Coco,2023-07-13,7722.58,188
Roddy Speechley,USA,Milk Bars,2023-05-16,3105.38,268
Jan Morforth,India,After Nines,2023-03-14,6994.35,179
Gunar Cockshoot,USA,After Nines,2023-08-15,4264.49,252
Ches Bonnell,India,Orange Choco,2023-02-16,1215.3,271
Mallorie Waber,UK,Manuka Honey Choco,2023-06-15,8519.37,45
Barr Faughny,Australia,Raspberry Choco,2023-05-27,9810.95,105
Wilone O'Kielt,USA,Drinking Coco,2023-06-14,1065.63,107
Wilone O'Kielt,India,Eclairs,2023-02-25,3894.68,80
Wilone O'Kielt,India,After Nines,2023-08-04,12194.27,252
Kelci Walkden,India,99% Dark & Pure,2023-06-28,2455.13,236
Gunar Cockshoot,Canada,Spicy Special Slims,2023-04-05,14887.76,12
Madelene Upcott,Canada,Peanut Butter Cubes,2023-07-05,15276.46,121
Kaine Padly,New Zealand,Eclairs,2023-01-20,13520.48,47
Ches Bonnell,New Zealand,Drinking Coco,2023-02-16,9195.53,127
Curtice Advani,UK,Drinking Coco,2023-07-12,460.98,182
Kelci Walkden,India,Raspberry Choco,2023-06-16,8216.56,257
Dotty Strutley,Australia,Choco Coated Almonds,2023-04-13,1863.54,277
Kaine Padly,UK,50% Dark Bites,2023-02-21,3283.0,72
Roddy Speechley,Canada,Choco Coated Almonds,2023-05-11,5967.18,247
Ches Bonnell,India,50% Dark Bites,2023-04-15,12083.5,334
Oby Sorrel,Canada,Peanut Butter Cubes,2023-06-07,12397.06,179
Oby Sorrel,UK,White Choc,2023-06-27,1746.01,280
Barr Faughny,India,After Nines,2023-07-29,9021.65,104
Wilone O'Kielt,Canada,Smooth Sliky Salty,2023-06-02,5263.45,165
Rafaelita Blaksland,India,Mint Chip Choco,2023-01-26,15473.0,91
Rafaelita Blaksland,Canada,99% Dark & Pure,2023-03-02,5566.57,140
Van Tuxwell,Australia,70% Dark Bites,2023-01-10,8111.43,111
Beverie Moffet,USA,70% Dark Bites,2023-06-27,2341.8,117
Barr Faughny,Canada,Orange Choco,2023-06-30,8650.42,19
Roddy Speechley,Australia,85% Dark Bars,2023-07-08,4444.72,77
Oby Sorrel,India,Spicy Special Slims,2023-06-08,12531.37,86
Jan Morforth,UK,Manuka Honey Choco,2023-08-18,3558.89,231
Kaine Padly,Australia,After Nines,2023-04-08,7889.9,300
Wilone O'Kielt,Canada,Fruit & Nut Bars,2023-08-08,3589.18,176
Wilone O'Kielt,UK,Milk Bars,2023-08-26,305.39,62
Oby Sorrel,Canada,Fruit & Nut Bars,2023-01-14,1896.64,161
Dennison Crosswaite,USA,Baker's Choco Chips,2023-08-11,18494.72,298
Madelene Upcott,USA,Almond Choco,2023-05-31,11103.47,24
Van Tuxwell,New Zealand,50% Dark Bites,2023-07-11,4162.28,11
Karlen McCaffrey,Canada,Caramel Stuffed Bars,2023-03-02,3357.3,308
Madelene Upcott,Australia,Raspberry Choco,2023-07-13,7033.52,94
Rafaelita Blaksland,UK,Spicy Special Slims,2023-08-03,9896.8,143
Curtice Advani,UK,Peanut Butter Cubes,2023-03-01,15653.44,175
Kelci Walkden,New Zealand,White Choc,2023-04-13,7899.31,148
Beverie Moffet,Canada,Fruit & Nut Bars,2023-02-14,10644.74,172
Mallorie Waber,India,White Choc,2023-07-26,872.83,224
Brien Boise,UK,Drinking Coco,2023-01-27,6337.94,128
Jehu Rudeforth,India,Peanut Butter Cubes,2023-04-14,31.15,451
Oby Sorrel,USA,Almond Choco,2023-05-19,7107.55,142
Husein Augar,India,Eclairs,2023-02-09,5465.85,56
Brien Boise,UK,Spicy Special Slims,2023-05-25,2462.14,60
Oby Sorrel,Australia,Manuka Honey Choco,2023-01-26,4194.44,80
Beverie Moffet,India,White Choc,2023-07-04,1994.44,299
Ches Bonnell,India,Almond Choco,2023-04-13,12124.05,80
Gigi Bohling,Australia,Smooth Sliky Salty,2023-01-25,5884.09,117
Camilla Castle,USA,85% Dark Bars,2023-04-25,2639.16,80
Camilla Castle,USA,Eclairs,2023-06-10,5031.4,401
Madelene Upcott,New Zealand,White Choc,2023-08-22,11510.71,56
Van Tuxwell,India,After Nines,2023-06-27,15021.98,211
Husein Augar,India,Orange Choco,2023-06-30,4517.19,40
Jehu Rudeforth,India,Almond Choco,2023-08-30,10778.53,99
Karlen McCaffrey,Australia,Raspberry Choco,2023-08-23,1145.72,60
Camilla Castle,New Zealand,99% Dark & Pure,2023-08-26,2518.5,45
Gigi Bohling,Australia,Orange Choco,2023-03-09,596.63,158
Kelci Walkden,UK,Drinking Coco,2023-04-20,1858.71,24
Mallorie Waber,Canada,Caramel Stuffed Bars,2023-06-10,5194.28,547
Husein Augar,Australia,Organic Choco Syrup,2023-02-08,960.69,155
Brien Boise,Australia,White Choc,2023-08-25,5347.12,23
Dotty Strutley,India,Peanut Butter Cubes,2023-02-16,9805.11,76
Dennison Crosswaite,UK,99% Dark & Pure,2023-05-30,13205.42,26
Gigi Bohling,New Zealand,50% Dark Bites,2023-06-29,5929.2,65
Gigi Bohling,USA,Milk Bars,2023-06-16,516.92,141
Brien Boise,UK,Caramel Stuffed Bars,2023-03-04,2882.76,145
Curtice Advani,New Zealand,Peanut Butter Cubes,2023-03-15,1637.72,454
Curtice Advani,New Zealand,50% Dark Bites,2023-01-27,10791.46,88
Beverie Moffet,Canada,Drinking Coco,2023-07-05,1093.46,115
Barr Faughny,USA,Caramel Stuffed Bars,2023-03-29,3407.61,316
Mallorie Waber,Canada,Almond Choco,2023-05-12,4753.93,37
Oby Sorrel,USA,Drinking Coco,2023-03-11,8280.62,47
Brien Boise,New Zealand,Eclairs,2023-07-11,4981.78,299
Gunar Cockshoot,New Zealand,Choco Coated Almonds,2023-08-01,13998.33,60
Gunar Cockshoot,UK,Spicy Special Slims,2023-02-16,13105.65,199
Curtice Advani,USA,After Nines,2023-04-13,15728.81,256
Oby Sorrel,India,Choco Coated Almonds,2023-02-14,53.85,399
Ches Bonnell,Australia,Peanut Butter Cubes,2023-03-14,10857.23,73
Oby Sorrel,Australia,Spicy Special Slims,2023-04-26,12412.53,25
Jehu Rudeforth,Canada,Manuka Honey Choco,2023-04-05,3669.15,209
Camilla Castle,Canada,Drinking Coco,2023-03-03,13555.26,279
Kaine Padly,USA,Spicy Special Slims,2023-06-13,2333.84,171
Marney O'Breen,New Zealand,70% Dark Bites,2023-02-14,8973.05,360
Roddy Speechley,New Zealand,99% Dark & Pure,2023-04-18,8610.38,188
Oby Sorrel,New Zealand,85% Dark Bars,2023-02-01,3432.3,452
Dotty Strutley,New Zealand,Orange Choco,2023-08-04,2283.39,155
Andria Kimpton,New Zealand,Almond Choco,2023-04-05,7190.49,165
Karlen McCaffrey,Australia,99% Dark & Pure,2023-01-26,11303.07,166
Kaine Padly,UK,After Nines,2023-01-21,18911.49,171
Kaine Padly,Canada,After Nines,2023-08-22,6233.02,178
Kaine Padly,UK,Drinking Coco,2023-01-27,2334.5,233
Rafaelita Blaksland,UK,50% Dark Bites,2023-02-16,11099.73,73
Dotty Strutley,USA,Raspberry Choco,2023-01-03,3590.55,47
Karlen McCaffrey,USA,White Choc,2023-08-24,5209.4,2
Oby Sorrel,USA,Spicy Special Slims,2023-02-07,6315.14,398
Mallorie Waber,Australia,Smooth Sliky Salty,2023-02-11,4454.71,117
Kaine Padly,Canada,Organic Choco Syrup,2023-03-29,6078.71,78
Marney O'Breen,USA,Peanut Butter Cubes,2023-06-15,695.96,363
Dennison Crosswaite,UK,Smooth Sliky Salty,2023-04-26,563.76,151
Brien Boise,Australia,Organic Choco Syrup,2023-07-15,4479.69,261
Beverie Moffet,India,Organic Choco Syrup,2023-06-23,1093.72,22
Dennison Crosswaite,Australia,Baker's Choco Chips,2023-01-11,15870.43,449
Beverie Moffet,UK,50% Dark Bites,2023-02-09,2529.82,297
Van Tuxwell,UK,Almond Choco,2023-06-06,11258.39,217
Dotty Strutley,UK,Caramel Stuffed Bars,2023-08-10,6180.45,230
Wilone O'Kielt,Australia,Smooth Sliky Salty,2023-01-04,2496.06,45
Andria Kimpton,Canada,70% Dark Bites,2023-04-08,10964.29,16
Barr Faughny,UK,Milk Bars,2023-03-02,4012.51,409
Van Tuxwell,Canada,Drinking Coco,2023-06-15,4919.25,746
Jehu Rudeforth,Australia,After Nines,2023-02-14,5602.02,51
Husein Augar,UK,After Nines,2023-07-05,3563.87,372
Barr Faughny,India,Mint Chip Choco,2023-01-12,8313.09,493
Curtice Advani,India,Mint Chip Choco,2023-03-03,8447.48,96
Jehu Rudeforth,New Zealand,Milk Bars,2023-05-18,2646.23,198
Gunar Cockshoot,India,Caramel Stuffed Bars,2023-07-28,2706.83,198
Curtice Advani,UK,Manuka Honey Choco,2023-02-07,1710.48,108
Andria Kimpton,India,Orange Choco,2023-05-30,318.19,417
Mallorie Waber,Australia,Raspberry Choco,2023-04-25,9479.65,26
Beverie Moffet,Canada,85% Dark Bars,2023-02-16,6393.2,44
Kelci Walkden,Australia,Drinking Coco,2023-05-04,1355.65,60
Van Tuxwell,Canada,70% Dark Bites,2023-06-02,7911.23,74
Dennison Crosswaite,USA,Caramel Stuffed Bars,2023-07-11,2583.03,501
Beverie Moffet,New Zealand,Spicy Special Slims,2023-06-07,66.13,65
Jan Morforth,UK,Almond Choco,2023-07-06,10668.69,150
Husein Augar,India,Raspberry Choco,2023-06-15,10994.3,152
Dotty Strutley,India,Mint Chip Choco,2023-04-14,1259.61,227
Camilla Castle,India,Drinking Coco,2023-08-08,492.13,164
Marney O'Breen,UK,Drinking Coco,2023-03-29,1016.77,28
Roddy Speechley,Australia,Organic Choco Syrup,2023-07-04,4111.42,81
Ches Bonnell,India,99% Dark & Pure,2023-02-16,503.97,105
Rafaelita Blaksland,Canada,Spicy Special Slims,2023-05-02,2883.71,163
Van Tuxwell,India,Eclairs,2023-07-21,11861.89,105
Gunar Cockshoot,Australia,99% Dark & Pure,2023-08-18,8564.73,237
Kaine Padly,USA,85% Dark Bars,2023-06-22,538.03,271
Camilla Castle,UK,Peanut Butter Cubes,2023-07-19,5231.88,125
Madelene Upcott,UK,Peanut Butter Cubes,2023-08-12,7916.13,84
Madelene Upcott,USA,Choco Coated Almonds,2023-06-07,6016.32,143
Marney O'Breen,Canada,Peanut Butter Cubes,2023-03-08,7504.86,97
Ches Bonnell,Australia,Choco Coated Almonds,2023-04-08,1590.98,182
Curtice Advani,Canada,Eclairs,2023-05-06,740.07,205
Roddy Speechley,India,Drinking Coco,2023-05-31,4591.11,11
Van Tuxwell,Australia,Mint Chip Choco,2023-01-13,2686.51,324
Dennison Crosswaite,USA,70% Dark Bites,2023-03-15,735.48,77
Andria Kimpton,Canada,Peanut Butter Cubes,2023-02-16,1160.54,311
Gigi Bohling,USA,70% Dark Bites,2023-01-14,8078.15,189
Rafaelita Blaksland,Australia,White Choc,2023-03-21,7467.74,111
Roddy Speechley,Canada,Drinking Coco,2023-05-17,7588.41,342
Camilla Castle,New Zealand,85% Dark Bars,2023-08-08,15372.54,57
Madelene Upcott,Canada,Milk Bars,2023-04-26,3907.5,86
Madelene Upcott,Australia,70% Dark Bites,2023-04-15,3740.76,255
Oby Sorrel,Canada,Eclairs,2023-05-19,6211.75,561
Dennison Crosswaite,Canada,Drinking Coco,2023-01-10,2924.46,25
Mallorie Waber,New Zealand,After Nines,2023-05-04,501.79,241
Roddy Speechley,Canada,White Choc,2023-04-05,6594.09,270
Andria Kimpton,India,After Nines,2023-01-17,960.68,71
Roddy Speechley,India,Spicy Special Slims,2023-03-22,11370.32,170
Dotty Strutley,Australia,White Choc,2023-07-05,6067.94,94
Oby Sorrel,Canada,Orange Choco,2023-04-27,8909.75,355
Kaine Padly,Canada,Almond Choco,2023-08-12,6865.35,75
Jan Morforth,UK,Baker's Choco Chips,2023-03-11,805.23,259
Jehu Rudeforth,UK,Fruit & Nut Bars,2023-05-13,9851.62,221
Dennison Crosswaite,USA,Smooth Sliky Salty,2023-05-12,11823.35,90
Brien Boise,USA,Raspberry Choco,2023-01-12,683.63,202
Madelene Upcott,New Zealand,Milk Bars,2023-03-29,14002.42,388
Roddy Speechley,India,50% Dark Bites,2023-03-14,8744.95,12
Barr Faughny,New Zealand,99% Dark & Pure,2023-05-24,9294.14,201
Dennison Crosswaite,Canada,Organic Choco Syrup,2023-01-28,8831.89,79
Beverie Moffet,India,Almond Choco,2023-05-24,3474.98,104
Brien Boise,Australia,Peanut Butter Cubes,2023-08-19,311.61,204
Karlen McCaffrey,Australia,Spicy Special Slims,2023-05-17,4791.2,335
Jehu Rudeforth,USA,White Choc,2023-06-07,6646.33,117
Ches Bonnell,Canada,Organic Choco Syrup,2023-07-26,593.63,229
Dotty Strutley,India,Eclairs,2023-07-28,2345.95,406
Karlen McCaffrey,India,70% Dark Bites,2023-05-23,5083.07,368
Jehu Rudeforth,UK,Mint Chip Choco,2024-01-04,6339.57,187
Van Tuxwell,India,85% Dark Bars,2024-08-01,9005.87,90
Gigi Bohling,India,Peanut Butter Cubes,2024-07-07,5159.07,87
Jan Morforth,Australia,Peanut Butter Cubes,2024-04-27,13370.97,349
Jehu Rudeforth,UK,Peanut Butter Cubes,2024-02-24,14791.64,182
Van Tuxwell,India,Smooth Sliky Salty,2024-06-06,6429.35,40
Oby Sorrel,UK,99% Dark & Pure,2024-01-25,15900.6,188
Gunar Cockshoot,Australia,After Nines,2024-03-24,3400.26,77
Jehu Rudeforth,New Zealand,50% Dark Bites,2024-04-20,4357.76,63
Brien Boise,Australia,99% Dark & Pure,2024-07-04,3356.17,111
Rafaelita Blaksland,UK,Smooth Sliky Salty,2024-01-13,5287.86,67
Barr Faughny,USA,Orange Choco,2024-03-10,4244.36,11
Mallorie Waber,Canada,Eclairs,2024-01-13,1671.64,277
Karlen McCaffrey,New Zealand,Drinking Coco,2024-07-28,181.84,167
Marney O'Breen,New Zealand,Peanut Butter Cubes,2024-08-03,8950.59,189
Beverie Moffet,Australia,Organic Choco Syrup,2024-01-26,7271.76,385
Van Tuxwell,Canada,Organic Choco Syrup,2024-02-14,4864.83,42
Roddy Speechley,USA,Smooth Sliky Salty,2024-04-05,3175.11,149
Beverie Moffet,Canada,Milk Bars,2024-02-16,10137.79,250
Curtice Advani,UK,85% Dark Bars,2024-06-08,1206.95,174
Brien Boise,Australia,Eclairs,2024-06-27,8222.65,92
Gunar Cockshoot,USA,Spicy Special Slims,2024-02-17,1440.85,152
Marney O'Breen,USA,After Nines,2024-05-30,5611.65,159
Husein Augar,UK,Drinking Coco,2024-03-14,3562.44,111
Kaine Padly,Australia,Eclairs,2024-02-28,8385.26,122
Karlen McCaffrey,India,Fruit & Nut Bars,2024-01-26,181.31,330
Roddy Speechley,Canada,Spicy Special Slims,2024-02-09,1800.27,191
Husein Augar,USA,Eclairs,2024-07-07,4449.37,113
Dennison Crosswaite,New Zealand,White Choc,2024-07-05,10113.4,155
Dennison Crosswaite,New Zealand,Manuka Honey Choco,2024-06-15,5932.84,303
Van Tuxwell,New Zealand,85% Dark Bars,2024-05-24,2006.71,124
Rafaelita Blaksland,UK,99% Dark & Pure,2024-06-29,14086.69,157
Wilone O'Kielt,Australia,Manuka Honey Choco,2024-05-11,4799.54,90
Karlen McCaffrey,UK,Almond Choco,2024-06-30,8101.98,138
Andria Kimpton,Canada,After Nines,2024-05-11,2321.97,71
Roddy Speechley,USA,Manuka Honey Choco,2024-07-22,10245.0,329
Andria Kimpton,UK,50% Dark Bites,2024-08-24,2930.4,344
Kelci Walkden,New Zealand,After Nines,2024-07-07,170.24,75
Camilla Castle,Australia,85% Dark Bars,2024-05-19,4247.49,14
Karlen McCaffrey,India,Manuka Honey Choco,2024-07-04,2696.1,605
Kelci Walkden,USA,After Nines,2024-06-02,1083.76,16
Karlen McCaffrey,USA,Raspberry Choco,2024-04-15,17037.09,347
Mallorie Waber,Canada,Choco Coated Almonds,2024-07-11,5706.43,247
Andria Kimpton,India,Spicy Special Slims,2024-02-23,6682.34,139
Madelene Upcott,Canada,Almond Choco,2024-08-22,8192.6,100
Kaine Padly,USA,Peanut Butter Cubes,2024-02-16,7568.16,206
Van Tuxwell,USA,50% Dark Bites,2024-01-13,10772.33,156
Curtice Advani,Australia,Milk Bars,2024-02-14,7467.12,18
Roddy Speechley,India,Eclairs,2024-06-10,4985.9,311
Curtice Advani,India,Fruit & Nut Bars,2024-07-07,5693.6,177
Curtice Advani,Canada,Almond Choco,2024-03-24,5879.1,75
Brien Boise,Australia,Fruit & Nut Bars,2024-06-06,9771.93,22
Dotty Strutley,Australia,Drinking Coco,2024-07-19,105.06,140
Beverie Moffet,USA,Raspberry Choco,2024-04-19,16414.69,80
Marney O'Breen,India,85% Dark Bars,2024-07-19,2553.41,183
Jehu Rudeforth,Canada,Drinking Coco,2024-07-15,473.99,25
Ches Bonnell,New Zealand,Spicy Special Slims,2024-02-14,3873.98,19
Brien Boise,Canada,99% Dark & Pure,2024-05-18,17718.25,430
Barr Faughny,Australia,Fruit & Nut Bars,2024-06-30,16572.07,57
Andria Kimpton,Australia,50% Dark Bites,2024-06-02,5220.19,216
Andria Kimpton,Australia,Drinking Coco,2024-06-28,1797.26,49
Marney O'Breen,Australia,Organic Choco Syrup,2024-05-16,295.62,182
Kelci Walkden,Canada,Baker's Choco Chips,2024-05-26,3597.37,288
Karlen McCaffrey,India,Almond Choco,2024-07-06,6580.43,147
Oby Sorrel,India,99% Dark & Pure,2024-05-27,12232.97,11
Wilone O'Kielt,Australia,Caramel Stuffed Bars,2024-04-14,2243.44,11
Van Tuxwell,Australia,Organic Choco Syrup,2024-08-10,22943.37,14
Camilla Castle,India,50% Dark Bites,2024-07-04,10590.61,430
Oby Sorrel,India,Organic Choco Syrup,2024-07-08,6468.82,59
Jan Morforth,USA,Peanut Butter Cubes,2024-07-22,10463.57,109
Gigi Bohling,USA,Choco Coated Almonds,2024-03-02,14154.35,105
Gigi Bohling,UK,Almond Choco,2024-01-10,6031.14,9
Jehu Rudeforth,New Zealand,White Choc,2024-03-11,3308.4,258
Andria Kimpton,New Zealand,Peanut Butter Cubes,2024-06-20,1119.94,283
Van Tuxwell,UK,Organic Choco Syrup,2024-08-26,2303.39,222
Roddy Speechley,Canada,Milk Bars,2024-07-13,723.37,33
Camilla Castle,USA,Spicy Special Slims,2024-02-11,1413.64,261
Marney O'Breen,USA,Orange Choco,2024-01-27,9001.89,193
Van Tuxwell,UK,99% Dark & Pure,2024-01-31,5283.91,136
Camilla Castle,USA,White Choc,2024-08-18,10958.51,23
Andria Kimpton,USA,Raspberry Choco,2024-06-30,15531.78,22
Dotty Strutley,Australia,Fruit & Nut Bars,2024-08-23,317.36,337
Brien Boise,New Zealand,Mint Chip Choco,2024-08-01,71.41,188
Roddy Speechley,New Zealand,After Nines,2024-05-25,9317.33,11
Roddy Speechley,Canada,Organic Choco Syrup,2024-01-10,4790.71,86
Dennison Crosswaite,Australia,70% Dark Bites,2024-02-07,6166.8,114
Karlen McCaffrey,USA,Orange Choco,2024-05-12,11741.46,433
Madelene Upcott,Australia,Spicy Special Slims,2024-03-07,8519.77,443
Dennison Crosswaite,Australia,85% Dark Bars,2024-04-05,8278.86,453
Andria Kimpton,Canada,Caramel Stuffed Bars,2024-01-03,7560.62,336
Dennison Crosswaite,UK,Eclairs,2024-03-24,6702.11,285
Madelene Upcott,India,Raspberry Choco,2024-07-07,4758.69,10
Van Tuxwell,USA,After Nines,2024-07-26,709.25,263
Wilone O'Kielt,Australia,Organic Choco Syrup,2024-07-07,2003.05,110
Karlen McCaffrey,Canada,50% Dark Bites,2024-07-15,3248.0,64
Roddy Speechley,New Zealand,Orange Choco,2024-04-01,51.98,95
Beverie Moffet,Australia,Eclairs,2024-06-20,2134.65,6
Kelci Walkden,UK,Fruit & Nut Bars,2024-06-29,15540.41,520
Marney O'Breen,USA,50% Dark Bites,2024-06-15,1117.77,114
Husein Augar,USA,After Nines,2024-04-08,13999.05,179
Dennison Crosswaite,Australia,Raspberry Choco,2024-03-14,6265.59,31
Andria Kimpton,USA,Fruit & Nut Bars,2024-07-15,1536.82,386
Kelci Walkden,India,Eclairs,2024-04-19,6069.93,80
Marney O'Breen,USA,99% Dark & Pure,2024-03-28,4861.33,286
Brien Boise,Canada,Spicy Special Slims,2024-03-04,8993.24,97
Karlen McCaffrey,New Zealand,70% Dark Bites,2024-08-02,150.42,40
Husein Augar,UK,Spicy Special Slims,2024-08-25,5593.68,41
Marney O'Breen,USA,Almond Choco,2024-02-25,9376.61,167
Kelci Walkden,India,Orange Choco,2024-06-07,11315.16,134
Jan Morforth,India,Spicy Special Slims,2024-04-12,2048.34,506
Ches Bonnell,India,Spicy Special Slims,2024-07-06,12562.81,101
Kelci Walkden,UK,Smooth Sliky Salty,2024-01-19,6883.75,182
Madelene Upcott,Australia,Fruit & Nut Bars,2024-01-05,6105.6,90
Madelene Upcott,Canada,70% Dark Bites,2024-01-24,12634.72,145
Wilone O'Kielt,Australia,Drinking Coco,2024-04-06,663.74,285
Gunar Cockshoot,Australia,Fruit & Nut Bars,2024-06-15,7044.68,21
Gigi Bohling,Canada,Baker's Choco Chips,2024-01-28,1804.9,47
Kelci Walkden,India,Caramel Stuffed Bars,2024-03-16,513.43,131
Rafaelita Blaksland,Australia,Drinking Coco,2024-02-21,13699.76,389
Kelci Walkden,USA,Manuka Honey Choco,2024-02-16,19995.68,94
Jehu Rudeforth,Canada,Spicy Special Slims,2024-01-13,2189.7,29
Kelci Walkden,Australia,Eclairs,2024-03-23,8727.09,523
Curtice Advani,Canada,Spicy Special Slims,2024-06-16,911.46,126
Oby Sorrel,India,Raspberry Choco,2024-04-14,7620.86,46
Kelci Walkden,UK,Eclairs,2024-01-25,5054.56,60
Jan Morforth,India,Almond Choco,2024-03-11,5230.5,23
Dotty Strutley,UK,Almond Choco,2024-07-28,17104.04,103
Marney O'Breen,New Zealand,After Nines,2024-03-09,1642.32,43
Husein Augar,Australia,Orange Choco,2024-06-28,10322.19,182
Marney O'Breen,Australia,Milk Bars,2024-07-28,2715.92,423
Kelci Walkden,Canada,99% Dark & Pure,2024-08-15,5598.05,51
Kaine Padly,Australia,Manuka Honey Choco,2024-01-12,2996.99,280
Beverie Moffet,New Zealand,White Choc,2024-03-24,7946.49,7
Van Tuxwell,UK,Milk Bars,2024-07-25,4991.22,92
Oby Sorrel,Canada,99% Dark & Pure,2024-08-01,4151.7,424
Van Tuxwell,India,Organic Choco Syrup,2024-05-16,22701.85,168
Roddy Speechley,India,Smooth Sliky Salty,2024-08-10,6014.3,141
Jan Morforth,India,Eclairs,2024-01-05,2788.6,27
Ches Bonnell,UK,Smooth Sliky Salty,2024-07-11,6503.75,116
Wilone O'Kielt,USA,After Nines,2024-04-25,433.92,31
Gigi Bohling,New Zealand,Fruit & Nut Bars,2024-04-04,12314.13,129
Barr Faughny,USA,Raspberry Choco,2024-04-12,9876.86,106
Wilone O'Kielt,New Zealand,85% Dark Bars,2024-08-02,2043.06,121
Gigi Bohling,New Zealand,Manuka Honey Choco,2024-06-28,8728.8,272
Ches Bonnell,Australia,Eclairs,2024-07-05,4906.57,128
Rafaelita Blaksland,New Zealand,Choco Coated Almonds,2024-06-07,2278.06,49
Brien Boise,New Zealand,Smooth Sliky Salty,2024-01-18,1108.18,27
Brien Boise,Australia,Baker's Choco Chips,2024-01-04,14957.65,206
Dennison Crosswaite,Australia,99% Dark & Pure,2024-01-31,3020.67,19
Kelci Walkden,India,Almond Choco,2024-03-14,3677.47,152
Camilla Castle,Australia,70% Dark Bites,2024-04-29,6999.62,500
Oby Sorrel,India,Smooth Sliky Salty,2024-02-07,10901.65,116
Kaine Padly,UK,Organic Choco Syrup,2024-03-31,2586.62,172
Marney O'Breen,India,Caramel Stuffed Bars,2024-03-16,5077.5,81
Karlen McCaffrey,UK,Eclairs,2024-01-25,8360.11,203
Van Tuxwell,India,Baker's Choco Chips,2024-06-20,3566.77,426
Gigi Bohling,UK,After Nines,2024-03-29,9186.69,173
Curtice Advani,Australia,Orange Choco,2024-07-12,917.35,140
Jehu Rudeforth,Canada,Smooth Sliky Salty,2024-07-11,6199.12,132
Karlen McCaffrey,Canada,Smooth Sliky Salty,2024-01-19,3368.63,180
Andria Kimpton,USA,85% Dark Bars,2024-04-05,10527.23,82
Jehu Rudeforth,Canada,Milk Bars,2024-02-21,7927.57,12
Rafaelita Blaksland,New Zealand,Caramel Stuffed Bars,2024-05-20,14493.5,15
Mallorie Waber,Australia,Milk Bars,2024-07-29,3112.2,107
Barr Faughny,USA,Fruit & Nut Bars,2024-01-28,9617.64,44
Marney O'Breen,UK,Caramel Stuffed Bars,2024-07-19,4198.08,107
Mallorie Waber,New Zealand,Manuka Honey Choco,2024-04-13,10927.22,11
Roddy Speechley,India,Peanut Butter Cubes,2024-02-11,10759.18,20
Roddy Speechley,New Zealand,Milk Bars,2024-03-02,6250.42,111
Ches Bonnell,Australia,White Choc,2024-03-02,1103.54,195
Van Tuxwell,USA,99% Dark & Pure,2024-07-28,13435.98,6
Kelci Walkden,India,After Nines,2024-01-07,1855.03,563
Brien Boise,UK,White Choc,2024-04-12,5799.09,169
Van Tuxwell,Canada,Almond Choco,2024-06-27,3631.78,71
Jehu Rudeforth,Australia,50% Dark Bites,2024-01-14,5461.43,456
Karlen McCaffrey,UK,Baker's Choco Chips,2024-02-07,5315.95,389
Jehu Rudeforth,Australia,Orange Choco,2024-03-23,16059.94,28
Marney O'Breen,India,Peanut Butter Cubes,2024-01-10,7803.84,157
Oby Sorrel,UK,Choco Coated Almonds,2024-03-17,10751.19,44
